PERMNO,date,TICKER,RET
84398,20191121,SPY,-0.001609
84398,20191122,SPY,0.002224
84398,20191125,SPY,0.007750
84398,20191126,SPY,0.002266
84398,20191127,SPY,0.004458
84398,20191129,SPY,-0.003709
84398,20191202,SPY,-0.008495
84398,20191203,SPY,-0.006707
84398,20191204,SPY,0.006170
84398,20191205,SPY,0.001798
84398,20191206,SPY,0.009134
84398,20191209,SPY,-0.003144
84398,20191210,SPY,-0.001115
84398,20191211,SPY,0.002839
84398,20191212,SPY,0.008619
84398,20191213,SPY,0.000599
84398,20191216,SPY,0.006870
84398,20191217,SPY,0.000219
84398,20191218,SPY,0.000063
84398,20191219,SPY,0.004099
84398,20191220,SPY,0.004363
84398,20191223,SPY,0.001528
84398,20191224,SPY,0.000031
84398,20191226,SPY,0.005323
84398,20191227,SPY,-0.000248
84398,20191230,SPY,-0.005513
84398,20191231,SPY,0.002429
89730,20160104,EEM,-0.027338
89730,20160105,EEM,0.002236
89730,20160106,EEM,-0.019146
89730,20160107,EEM,-0.030839
89730,20160108,EEM,-0.010727
89730,20160111,EEM,-0.000339
89730,20160112,EEM,0.002034
89730,20160113,EEM,-0.010487
89730,20160114,EEM,0.012991
89730,20160115,EEM,-0.039656
89730,20160119,EEM,0.014936
89730,20160120,EEM,-0.021814
89730,20160121,EEM,0.003894
89730,20160122,EEM,0.034203
89730,20160125,EEM,-0.017218
89730,20160126,EEM,0.014744
89730,20160127,EEM,-0.003419
89730,20160128,EEM,0.015780
89730,20160129,EEM,0.032421
89730,20160201,EEM,-0.009486
89730,20160202,EEM,-0.032365
89730,20160203,EEM,0.028328
89730,20160204,EEM,0.007634
89730,20160205,EEM,-0.011528
89730,20160208,EEM,-0.013662
89730,20160209,EEM,-0.013851
89730,20160210,EEM,0.004111
89730,20160211,EEM,-0.016718
89730,20160212,EEM,0.017349
89730,20160216,EEM,0.022169
89730,20160217,EEM,0.019686
89730,20160218,EEM,-0.005890
89730,20160219,EEM,-0.004608
89730,20160222,EEM,0.024802
89730,20160223,EEM,-0.021297
89730,20160224,EEM,-0.002308
89730,20160225,EEM,0.003305
89730,20160226,EEM,-0.009881
89730,20160229,EEM,0.008649
89730,20160301,EEM,0.035620
89730,20160302,EEM,0.013376
89730,20160303,EEM,0.011314
89730,20160304,EEM,0.019888
89730,20160307,EEM,-0.001523
89730,20160308,EEM,-0.017089
89730,20160309,EEM,0.006209
89730,20160310,EEM,0.001543
89730,20160311,EEM,0.020949
89730,20160314,EEM,-0.006035
89730,20160315,EEM,-0.014268
89730,20160316,EEM,0.020018
89730,20160317,EEM,0.022041
89730,20160318,EEM,0.005273
89730,20160321,EEM,0.002101
89730,20160322,EEM,-0.002346
89730,20160323,EEM,-0.017049
89730,20160324,EEM,-0.002392
89730,20160328,EEM,0.003297
89730,20160329,EEM,0.013744
89730,20160330,EEM,0.010315
89730,20160331,EEM,-0.000875
89730,20160401,EEM,-0.002920
89730,20160404,EEM,-0.012006
89730,20160405,EEM,-0.019561
89730,20160406,EEM,0.012092
89730,20160407,EEM,-0.020012
89730,20160408,EEM,0.017373
89730,20160411,EEM,0.012882
89730,20160412,EEM,0.015380
89730,20160413,EEM,0.017769
89730,20160414,EEM,-0.004865
89730,20160415,EEM,-0.005752
89730,20160418,EEM,0.004628
89730,20160419,EEM,0.015261
89730,20160420,EEM,-0.004538
89730,20160421,EEM,-0.009971
89730,20160422,EEM,-0.006043
89730,20160425,EEM,-0.006393
89730,20160426,EEM,0.010804
89730,20160427,EEM,0.006054
89730,20160428,EEM,-0.010315
89730,20160429,EEM,-0.004343
89730,20160502,EEM,-0.002762
89730,20160503,EEM,-0.028138
89730,20160504,EEM,-0.016202
89730,20160505,EEM,-0.000305
89730,20160506,EEM,0.001525
89730,20160509,EEM,-0.012793
89730,20160510,EEM,0.019130
89730,20160511,EEM,-0.002422
89730,20160512,EEM,-0.002731
89730,20160513,EEM,-0.017955
89730,20160516,EEM,0.012086
89730,20160517,EEM,-0.004593
89730,20160518,EEM,-0.009843
89730,20160519,EEM,-0.009320
89730,20160520,EEM,0.010034
89730,20160523,EEM,-0.001863
89730,20160524,EEM,0.010264
89730,20160525,EEM,0.012007
89730,20160526,EEM,0.006693
89730,20160527,EEM,-0.000302
89730,20160531,EEM,0.001209
89730,20160601,EEM,-0.000604
89730,20160602,EEM,0.008157
89730,20160603,EEM,0.015283
89730,20160606,EEM,0.010626
89730,20160607,EEM,0.009054
89730,20160608,EEM,0.007236
89730,20160609,EEM,-0.011494
89730,20160610,EEM,-0.025291
89730,20160613,EEM,-0.014017
89730,20160614,EEM,-0.003327
89730,20160615,EEM,0.010622
89730,20160616,EEM,-0.003604
89730,20160617,EEM,0.002712
89730,20160620,EEM,0.017734
89730,20160621,EEM,0.007679
89730,20160622,EEM,0.002520
89730,20160623,EEM,0.024160
89730,20160624,EEM,-0.060990
89730,20160627,EEM,-0.012561
89730,20160628,EEM,0.029476
89730,20160629,EEM,0.025316
89730,20160630,EEM,0.009994
89730,20160701,EEM,0.009604
89730,20160705,EEM,-0.021332
